stfips,ctfips,st,cty,lon,lat,Uppm
38,43,ND,KIDDER,-99.78,46.98,1.29232
38,45,ND,LAMOURE,-98.535,46.457,1.40135
38,47,ND,LOGAN,-99.477,46.457,1.37608
38,49,ND,MCHENRY,-100.636,48.235,1.14684
38,51,ND,MCINTOSH,-99.441,46.112,1.28056
38,53,ND,MCKENZIE,-103.395,47.74,1.82169
38,55,ND,MCLEAN,-101.322,47.607,1.51247
38,57,ND,MERCER,-101.831,47.309,1.75258
38,59,ND,MORTON,-101.283,46.717,1.77863
38,61,ND,MOUNTRAIL,-102.355,48.201,1.52519
38,63,ND,NELSON,-98.192,47.922,1.34533
38,65,ND,OLIVER,-101.34,47.115,1.71129
38,67,ND,PEMBINA,-97.552,48.767,1.3624
38,69,ND,PIERCE,-99.971,48.25,1.28054
38,71,ND,RAMSEY,-98.72,48.269,1.15412
38,73,ND,RANSOM,-97.657,46.456,1.34841
38,75,ND,RENVILLE,-101.658,48.719,1.53562
38,77,ND,RICHLAND,-96.948,46.265,1.36463
38,79,ND,ROLETTE,-99.841,48.772,1.2988
38,81,ND,SARGENT,-97.63,46.108,1.3667
38,83,ND,SHERIDAN,-100.345,47.575,1.33614
38,85,ND,SIOUX,-101.041,46.113,1.78511
38,87,ND,SLOPE,-103.459,46.447,2.00785
38,89,ND,STARK,-102.655,46.811,1.91522
38,91,ND,STEELE,-97.724,47.456,1.44322
38,93,ND,STUTSMAN,-98.958,46.979,1.33728
38,95,ND,TOWNER,-99.245,48.686,1.37774
38,97,ND,TRAILL,-97.161,47.454,1.67647
38,99,ND,WALSH,-97.721,48.369,1.38757
38,101,ND,WARD,-101.541,48.222,1.48399
38,103,ND,WELLS,-99.661,47.588,1.38657
38,105,ND,WILLIAMS,-103.479,48.344,1.65751
39,1,OH,ADAMS,-83.472,38.845,2.64601
39,3,OH,ALLEN,-84.106,40.771,2.74003
39,5,OH,ASHLAND,-82.271,40.846,2.42874
39,7,OH,ASHTABULA,-80.759,41.896,2.12583
39,9,OH,ATHENS,-82.045,39.334,2.33154
39,11,OH,AUGLAIZE,-84.222,40.561,2.72383
39,13,OH,BELMONT,-80.989,40.016,2.59459
39,15,OH,BROWN,-83.868,38.934,2.11682
39,17,OH,BUTLER,-84.576,39.439,2.11096
39,19,OH,CARROLL,-81.09,40.58,2.42171
39,21,OH,CHAMPAIGN,-83.77,40.138,2.87507
39,23,OH,CLARK,-83.784,39.917,2.49777
39,25,OH,CLERMONT,-84.153,39.048,1.92821
39,27,OH,CLINTON,-83.809,39.415,2.51413
39,29,OH,COLUMBIANA,-80.778,40.768,2.3978
39,31,OH,COSHOCTON,-81.92,40.302,2.63479
39,33,OH,CRAWFORD,-82.92,40.851,2.82796
39,35,OH,CUYAHOGA,-81.7,41.635,2.38118
39,37,OH,DARKE,-84.619,40.133,2.47915
39,39,OH,DEFIANCE,-84.491,41.324,2.4136
39,41,OH,DELAWARE,-83.005,40.278,3.35057
39,43,OH,ERIE,-82.575,41.48,2.45183
39,45,OH,FAIRFIELD,-82.631,39.751,2.95694
39,47,OH,FAYETTE,-83.456,39.56,2.99898
39,49,OH,FRANKLIN,-83.009,39.969,3.37593
39,51,OH,FULTON,-84.13,41.602,1.94645
39,53,OH,GALLIA,-82.317,38.825,2.57937
39,55,OH,GEAUGA,-81.179,41.499,1.94817
39,57,OH,GREENE,-83.89,39.691,2.47946
39,59,OH,GUERNSEY,-81.494,40.052,2.45598
39,61,OH,HAMILTON,-84.543,39.195,1.96243
39,63,OH,HANCOCK,-83.667,41.002,2.63904
39,65,OH,HARDIN,-83.659,40.662,3.09519
39,67,OH,HARRISON,-81.091,40.294,2.59781
39,69,OH,HENRY,-84.068,41.334,2.26306
39,71,OH,HIGHLAND,-83.601,39.185,2.41813
39,73,OH,HOCKING,-82.479,39.497,2.28467
39,75,OH,HOLMES,-81.929,40.561,2.5612
39,77,OH,HURON,-82.598,41.146,2.48163
39,79,OH,JACKSON,-82.619,39.02,2.41756
39,81,OH,JEFFERSON,-80.761,40.385,2.60326
39,83,OH,KNOX,-82.422,40.399,2.67789
39,85,OH,LAKE,-81.251,41.91,2.09058
39,87,OH,LAWRENCE,-82.537,38.598,2.50845
39,89,OH,LICKING,-82.484,40.092,2.91579
39,91,OH,LOGAN,-83.766,40.388,3.13991
39,93,OH,LORAIN,-82.152,41.453,2.36977
39,95,OH,LUCAS,-83.493,41.679,1.56052
39,97,OH,MADISON,-83.4,39.894,3.2159
39,99,OH,MAHONING,-80.775,41.015,2.30407
39,101,OH,MARION,-83.161,40.587,3.17207
39,103,OH,MEDINA,-81.9,41.118,2.28995
39,105,OH,MEIGS,-82.023,39.082,2.27307
39,107,OH,MERCER,-84.629,40.54,2.52703
39,109,OH,MIAMI,-84.229,40.053,2.49979
39,111,OH,MONROE,-81.083,39.727,2.26338
39,113,OH,MONTGOMERY,-84.291,39.755,2.5271
39,115,OH,MORGAN,-81.853,39.62,2.2191
39,117,OH,MORROW,-82.794,40.524,3.13533
39,119,OH,MUSKINGUM,-81.945,39.965,2.49179
39,121,OH,NOBLE,-81.456,39.766,2.22591
39,123,OH,OTTAWA,-83.024,41.604,2.22468
39,125,OH,PAULDING,-84.58,41.117,2.83311
39,127,OH,PERRY,-82.236,39.737,2.50323
39,129,OH,PICKAWAY,-83.024,39.642,3.25039
39,131,OH,PIKE,-83.067,39.077,2.60517
39,133,OH,PORTAGE,-81.196,41.168,2.04796
39,135,OH,PREBLE,-84.648,39.742,2.43683
39,137,OH,PUTNAM,-84.132,41.022,2.82951
39,139,OH,RICHLAND,-82.537,40.775,2.65979
39,141,OH,ROSS,-83.057,39.338,2.86506
39,143,OH,SANDUSKY,-83.144,41.357,2.17824
39,145,OH,SCIOTO,-82.993,38.804,2.45765
39,147,OH,SENECA,-83.128,41.124,2.36153
39,149,OH,SHELBY,-84.205,40.332,2.55743
39,151,OH,STARK,-81.366,40.814,2.3331
39,153,OH,SUMMIT,-81.532,41.126,2.12743
39,155,OH,TRUMBULL,-80.76,41.317,0
39,157,OH,TUSCARAWAS,-81.474,40.441,0
39,159,OH,UNION,-83.372,40.299,3.28778
39,161,OH,VANWERT,-84.586,40.855,2.84911
39,163,OH,VINTON,-82.486,39.251,2.26765
39,165,OH,WARREN,-84.167,39.428,2.18614
39,167,OH,WASHINGTON,-81.496,39.455,2.24177
39,169,OH,WAYNE,-81.888,40.829,2.41841
39,171,OH,WILLIAMS,-84.588,41.56,2.22318
39,173,OH,WOOD,-83.623,41.362,2.17203
39,175,OH,WYANDOT,-83.304,40.842,2.81765
40,1,OK,ADAIR,-94.658,35.884,1.6
40,3,OK,ALFALFA,-98.324,36.731,1.63548
40,5,OK,ATOKA,-96.038,34.374,1.60241
40,7,OK,BEAVER,-100.476,36.75,1.741
40,9,OK,BECKHAM,-99.682,35.269,1.59676
40,11,OK,BLAINE,-98.433,35.875,1.61338
40,13,OK,BRYAN,-96.26,33.962,1.73788
40,15,OK,CADDO,-98.375,35.174,1.51184
40,17,OK,CANADIAN,-97.982,35.543,1.81879
40,19,OK,CARTER,-97.286,34.251,1.49315
40,21,OK,CHEROKEE,-94.999,35.907,1.74975
40,23,OK,CHOCTAW,-95.552,34.026,1.52349
40,25,OK,CIMARRON,-102.517,36.748,1.74747
40,27,OK,CLEVELAND,-97.327,35.205,1.54576
40,29,OK,COAL,-96.298,34.588,1.81782
40,31,OK,COMANCHE,-98.471,34.662,1.73886
40,33,OK,COTTON,-98.372,34.29,1.70662
40,35,OK,CRAIG,-95.208,36.761,1.94179
40,37,OK,CREEK,-96.371,35.903,1.57762
40,39,OK,CUSTER,-99.001,35.639,1.9076
40,41,OK,DELAWARE,-94.802,36.408,1.43299
40,43,OK,DEWEY,-99.008,35.988,1.67991
40,45,OK,ELLIS,-99.755,36.222,1.41588
40,47,OK,GARFIELD,-97.782,36.379,1.79221
40,49,OK,GARVIN,-97.309,34.704,1.70619
40,51,OK,GRADY,-97.884,35.017,1.51841
40,53,OK,GRANT,-97.786,36.796,1.7149
40,55,OK,GREER,-99.56,34.936,1.60819
40,57,OK,HARMON,-99.846,34.744,1.44927
40,59,OK,HARPER,-99.666,36.789,1.58494
40,61,OK,HASKELL,-95.117,35.224,1.88724
40,63,OK,HUGHES,-96.25,35.048,1.66046
40,65,OK,JACKSON,-99.413,34.589,1.52475
40,67,OK,JEFFERSON,-97.836,34.11,1.61874
40,69,OK,JOHNSTON,-96.66,34.316,1.58372
40,71,OK,KAY,-97.144,36.818,1.8881
40,73,OK,KINGFISHER,-97.942,35.945,1.72584
40,75,OK,KIOWA,-98.98,34.917,1.7533
40,77,OK,LATIMER,-95.25,34.876,1.57252
40,79,OK,LEFLORE,-94.703,34.901,1.65134
40,81,OK,LINCOLN,-96.881,35.703,1.46747
40,83,OK,LOGAN,-97.443,35.919,1.7369
40,85,OK,LOVE,-97.244,33.95,1.42674
40,87,OK,MCCLAIN,-97.442,35.008,1.53486
40,89,OK,MCCURTAIN,-94.771,34.115,1.60072
40,91,OK,MCINTOSH,-95.666,35.374,1.81619
40,93,OK,MAJOR,-98.536,36.312,1.49293
40,95,OK,MARSHALL,-96.768,34.025,1.5469
40,97,OK,MAYES,-95.231,36.302,1.67046
40,99,OK,MURRAY,-97.067,34.482,1.59264
40,101,OK,MUSKOGEE,-95.379,35.616,2.11261
40,103,OK,NOBLE,-97.231,36.388,1.76097
40,105,OK,NOWATA,-95.617,36.799,1.84734
40,107,OK,OKFUSKEE,-96.323,35.465,1.5283
40,109,OK,OKLAHOMA,-97.407,35.551,1.5342
40,111,OK,OKMULGEE,-95.964,35.647,1.86774
40,113,OK,OSAGE,-96.399,36.629,1.50584
40,115,OK,OTTAWA,-94.81,36.836,1.65001
40,117,OK,PAWNEE,-96.7,36.317,1.59432
40,119,OK,PAYNE,-96.975,36.077,1.68853
40,121,OK,PITTSBURG,-95.749,34.923,1.57392
40,123,OK,PONTOTOC,-96.684,34.728,1.68597
40,125,OK,POTTAWATOMIE,-96.948,35.207,1.41461
40,125,OK,POTTAWATOMIE,-96.766,34.901,1.41461
40,127,OK,PUSHMATAHA,-95.375,34.416,1.31071
40,129,OK,ROGERMILLS,-99.695,35.691,1.72116
40,131,OK,ROGERS,-95.604,36.372,1.81852
40,133,OK,SEMINOLE,-96.615,35.167,1.46564
40,135,OK,SEQUOYAH,-94.755,35.496,1.90755
40,137,OK,STEPHENS,-97.851,34.485,1.57224
40,139,OK,TEXAS,-101.49,36.748,1.73792
40,141,OK,TILLMAN,-98.924,34.372,1.61515
40,143,OK,TULSA,-95.941,36.121,1.75502
40,145,OK,WAGONER,-95.521,35.961,2.01276
40,147,OK,WASHINGTON,-95.904,36.715,1.56393
40,149,OK,WASHITA,-98.992,35.29,1.80706
40,151,OK,WOODS,-98.864,36.767,1.47842
40,153,OK,WOODWARD,-99.265,36.422,1.25746
41,1,OR,BAKER,-117.675,44.71,0.983115
41,3,OR,BENTON,-123.429,44.492,0.894192
41,5,OR,CLACKAMAS,-122.221,45.189,0.611208
41,7,OR,CLATSOP,-123.713,46.019,0.411723
41,9,OR,COLUMBIA,-123.086,45.944,0.817804
41,11,OR,COOS,-124.092,43.185,0.758557
41,13,OR,CROOK,-120.356,44.142,0.849586
41,15,OR,CURRY,-124.212,42.467,0.677443
41,17,OR,DESCHUTES,-121.228,43.915,0.735474
41,19,OR,DOUGLAS,-123.178,43.286,0.716668
41,21,OR,GILLIAM,-120.209,45.378,1.59681
41,23,OR,GRANT,-119.006,44.492,0.680571
41,25,OR,HARNEY,-118.967,43.064,1.51096
41,27,OR,HOODRIVER,-121.649,45.52,0.454183
41,29,OR,JACKSON,-122.727,42.432,0.507574
41,31,OR,JEFFERSON,-121.172,44.63,0.695877
41,33,OR,JOSEPHINE,-123.554,42.366,0.509137
41,35,OR,KLAMATH,-121.649,42.686,0.641905
41,37,OR,LAKE,-120.387,42.793,1.02605
41,39,OR,LANE,-122.877,43.941,0.550602
41,41,OR,LINCOLN,-123.906,44.646,0.626682
41,43,OR,LINN,-122.532,44.489,0.585629
41,45,OR,MALHEUR,-117.622,43.194,1.9219
41,47,OR,MARION,-122.581,44.904,0.893353
41,49,OR,MORROW,-119.583,45.418,1.61113
41,51,OR,MULTNOMAH,-122.414,45.548,0.741632
41,53,OR,POLK,-123.412,44.904,1.00387
41,55,OR,SHERMAN,-120.688,45.406,1.51953
41,57,OR,TILLAMOOK,-123.758,45.457,0.33959
41,59,OR,UMATILLA,-118.736,45.592,1.56482
41,61,OR,UNION,-118.008,45.311,0.853521
41,63,OR,WALLOWA,-117.181,45.58,0.865585
41,65,OR,WASCO,-121.168,45.159,0.954119
41,67,OR,WASHINGTON,-123.098,45.56,1.14753
41,69,OR,WHEELER,-120.026,44.726,0.651705
41,71,OR,YAMHILL,-123.307,45.233,0.967485
42,1,PA,ADAMS,-77.218,39.871,2.09744
42,3,PA,ALLEGHENY,-79.982,40.468,2.56866
42,5,PA,ARMSTRONG,-79.465,40.812,2.82376
42,7,PA,BEAVER,-80.35,40.682,2.55323
42,9,PA,BEDFORD,-78.49,40.007,1.8448
42,11,PA,BERKS,-75.927,40.416,2.5027
42,13,PA,BLAIR,-78.349,40.481,2.08844
42,15,PA,BRADFORD,-76.516,41.789,2.84751
42,17,PA,BUCKS,-75.107,40.337,2.95083
42,19,PA,BUTLER,-79.913,40.912,2.61898
42,21,PA,CAMBRIA,-78.714,40.495,2.28582
42,23,PA,CAMERON,-78.204,41.437,1.82826
42,25,PA,CARBON,-75.708,40.918,2.88244
42,27,PA,CENTRE,-77.821,40.92,1.98205
42,29,PA,CHESTER,-75.749,39.973,2.3585
42,29,PA,CHESTER,-75.595,39.837,2.3585
42,31,PA,CLARION,-79.421,41.192,2.72934
42,33,PA,CLEARFIELD,-78.475,41,2.45192
42,35,PA,CLINTON,-77.637,41.234,2.06501
42,37,PA,COLUMBIA,-76.405,41.049,2.99494
42,39,PA,CRAWFORD,-80.106,41.685,2.35471
42,41,PA,CUMBERLAND,-77.266,40.164,2.05186
42,43,PA,DAUPHIN,-76.78,40.415,2.04444
42,45,PA,DELAWARE,-75.4,39.917,1.82237
42,47,PA,ELK,-78.649,41.425,1.85076
42,49,PA,ERIE,-80.098,42.12,2.1283
42,51,PA,FAYETTE,-79.647,39.92,2.00134
42,53,PA,FOREST,-79.237,41.513,2.06263
42,55,PA,FRANKLIN,-77.722,39.927,2.07943
42,57,PA,FULTON,-78.113,39.926,1.97362
42,59,PA,GREENE,-80.223,39.854,2.38367
42,61,PA,HUNTINGDON,-77.981,40.417,1.81371
42,63,PA,INDIANA,-79.088,40.652,2.61454
42,65,PA,JEFFERSON,-79,41.128,2.59308
42,67,PA,JUNIATA,-77.402,40.531,1.71837
42,69,PA,LACKAWANNA,-75.61,41.437,2.63999
42,71,PA,LANCASTER,-76.248,40.042,2.67972
42,73,PA,LAWRENCE,-80.334,40.991,2.37216
42,75,PA,LEBANON,-76.458,40.367,2.48365
42,77,PA,LEHIGH,-75.593,40.613,3.3116
42,79,PA,LUZERNE,-75.989,41.177,2.67869
42,81,PA,LYCOMING,-77.065,41.343,2.4165
42,83,PA,MCKEAN,-78.569,41.808,1.6676
42,85,PA,MERCER,-80.258,41.302,2.24475
42,87,PA,MIFFLIN,-77.616,40.611,1.57942
42,89,PA,MONROE,-75.339,41.058,3.15469
42,91,PA,MONTGOMERY,-75.368,40.211,2.92643
42,93,PA,MONTOUR,-76.659,41.028,3.47022
42,95,PA,NORTHAMPTON,-75.308,40.754,3.28155
42,97,PA,NORTHUMBERLAND,-76.709,40.852,2.67031
42,99,PA,PERRY,-77.263,40.398,1.84932
42,101,PA,PHILADELPHIA,-75.135,40.007,3.28
42,103,PA,PIKE,-75.034,41.332,2.53277
42,105,PA,POTTER,-77.896,41.745,1.90288
42,107,PA,SCHUYLKILL,-76.216,40.706,2.27287
42,109,PA,SNYDER,-77.07,40.77,2.10049
42,111,PA,SOMERSET,-79.028,39.972,1.90071
42,113,PA,SULLIVAN,-76.512,41.446,2.48764
42,115,PA,SUSQUEHANNA,-75.801,41.821,2.74915
42,117,PA,TIOGA,-77.255,41.772,2.40263
42,119,PA,UNION,-77.062,40.963,2.04424
42,121,PA,VENANGO,-79.759,41.401,2.38025
42,123,PA,WARREN,-79.274,41.815,1.99456
42,125,PA,WASHINGTON,-80.249,40.189,2.57879
42,127,PA,WAYNE,-75.304,41.649,2.39804
42,129,PA,WESTMORELAND,-79.468,40.311,2.37618
42,131,PA,WYOMING,-76.017,41.518,2.48623
42,133,PA,YORK,-76.727,39.92,2.49651
44,1,RI,BRISTOL,-71.286,41.706,0
44,3,RI,KENT,-71.58,41.673,2.43469
44,5,RI,NEWPORT,-71.282,41.5,1.45286
44,7,RI,PROVIDENCE,-71.579,41.871,2.18229
44,9,RI,WASHINGTON,-71.632,41.446,2.63073
44,9,RI,WASHINGTON,-71.576,41.189,2.63073
45,1,SC,ABBEVILLE,-82.459,34.222,1.91982
45,3,SC,AIKEN,-81.635,33.545,1.97491
45,5,SC,ALLENDALE,-81.358,32.988,1.56678
45,7,SC,ANDERSON,-82.639,34.519,2.52292
45,9,SC,BAMBERG,-81.054,33.214,1.44043
45,11,SC,BARNWELL,-81.434,33.266,1.72891
45,13,SC,BEAUFORT,-80.694,32.357,0.834068
45,15,SC,BERKELEY,-79.951,33.196,1.5096
45,17,SC,CALHOUN,-80.782,33.677,2.1536
45,19,SC,CHARLESTON,-79.9,32.824,1.2449
45,21,SC,CHEROKEE,-81.62,35.047,2.35567
45,23,SC,CHESTER,-81.16,34.692,1.70927
45,25,SC,CHESTERFIELD,-80.158,34.64,2.1179
45,27,SC,CLARENDON,-80.217,33.666,1.34834
45,29,SC,COLLETON,-80.649,32.842,1.23972
45,31,SC,DARLINGTON,-79.959,34.332,1.90823
45,33,SC,DILLON,-79.381,34.39,1.64592
45,35,SC,DORCHESTER,-80.406,33.079,1.58438
45,37,SC,EDGEFIELD,-81.967,33.772,1.7751
45,39,SC,FAIRFIELD,-81.122,34.395,1.76333
45,41,SC,FLORENCE,-79.703,34.024,1.62433
45,43,SC,GEORGETOWN,-79.298,33.412,1.09021
45,45,SC,GREENVILLE,-82.371,34.894,3.04715
45,47,SC,GREENWOOD,-82.126,34.153,1.62566
45,49,SC,HAMPTON,-81.14,32.777,1.30994
45,51,SC,HORRY,-78.976,33.904,1.00827
45,53,SC,JASPER,-81.028,32.428,1.19073
45,55,SC,KERSHAW,-80.59,34.339,2.12325
45,57,SC,LANCASTER,-80.705,34.687,1.55824
45,59,SC,LAURENS,-82.006,34.483,2.47933
45,61,SC,LEE,-80.255,34.163,2.18863
45,63,SC,LEXINGTON,-81.273,33.902,2.14706
45,65,SC,MCCORMICK,-82.311,33.9,1.20741
45,67,SC,MARION,-79.361,34.079,1.3202
45,69,SC,MARLBORO,-79.677,34.601,1.96675
45,71,SC,NEWBERRY,-81.601,34.29,1.82587
45,73,SC,OCONEE,-83.066,34.754,2.03214
45,75,SC,ORANGEBURG,-80.801,33.439,1.74091
45,77,SC,PICKENS,-82.725,34.887,2.34724
45,77,SC,PICKENS,-82.857,34.615,2.34724
45,79,SC,RICHLAND,-80.902,34.023,2.30829
45,81,SC,SALUDA,-81.727,34.006,1.59618
45,83,SC,SPARTANBURG,-81.991,34.931,3.00172
45,85,SC,SUMTER,-80.382,33.916,1.76621
45,87,SC,UNION,-81.62,34.688,2.10953
45,89,SC,WILLIAMSBURG,-79.728,33.619,1.65753
45,91,SC,YORK,-81.184,34.974,1.61839
46,3,SD,AURORA,-98.561,43.718,1.69265
46,5,SD,BEADLE,-98.278,44.414,1.70347
46,7,SD,BENNETT,-101.663,43.195,1.8593
46,9,SD,BONHOMME,-97.885,42.988,1.71871
46,11,SD,BROOKINGS,-96.79,44.37,1.56854
46,13,SD,BROWN,-98.351,45.59,1.64252
46,15,SD,BRULE,-99.081,43.718,1.88783
46,17,SD,BUFFALO,-99.206,44.077,1.5497
46,19,SD,BUTTE,-103.508,44.906,2.18363
46,21,SD,CAMPBELL,-100.052,45.771,1.66958
46,23,SD,CHARLESMIX,-98.589,43.207,1.81744
46,25,SD,CLARK,-97.729,44.858,1.55494
46,27,SD,CLAY,-96.975,42.914,1.75537
46,29,SD,CODINGTON,-97.188,44.978,1.55813
46,31,SD,CORSON,-101.197,45.709,1.77675
46,33,SD,CUSTER,-103.451,43.678,2.1929
46,35,SD,DAVISON,-98.146,43.675,1.70659
46,37,SD,DAY,-97.607,45.367,1.61199
46,39,SD,DEUEL,-96.668,44.76,1.48386
46,41,SD,DEWEY,-100.869,45.157,1.86637
46,43,SD,DOUGLAS,-98.366,43.387,1.76311
46,45,SD,EDMUNDS,-99.215,45.419,1.66084
46,47,SD,FALLRIVER,-103.527,43.239,2.46238
46,49,SD,FAULK,-99.145,45.071,1.7912
46,51,SD,GRANT,-96.767,45.172,1.44717
46,53,SD,GREGORY,-99.189,43.193,1.67554
46,55,SD,HAAKON,-101.539,44.294,1.86273
46,57,SD,HAMLIN,-97.188,44.674,1.61356
46,59,SD,HAND,-99.005,44.548,1.74714
46,61,SD,HANSON,-97.787,43.675,1.57704
46,63,SD,HARDING,-103.495,45.58,1.93827
46,65,SD,HUGHES,-99.99,44.39,1.79018
46,67,SD,HUTCHINSON,-97.754,43.335,1.64853
46,69,SD,HYDE,-99.487,44.547,1.87345
46,71,SD,JACKSON,-101.628,43.694,2.11029
46,73,SD,JERAULD,-98.629,44.066,1.68344
46,75,SD,JONES,-100.689,43.96,1.77775
46,77,SD,KINGSBURY,-97.491,44.37,1.56894
46,79,SD,LAKE,-97.129,44.022,1.57116
46,81,SD,LAWRENCE,-103.792,44.359,2.04054
46,83,SD,LINCOLN,-96.722,43.279,1.84766
46,85,SD,LYMAN,-99.848,43.895,1.69671
46,87,SD,MCCOOK,-97.368,43.674,1.54753
46,89,SD,MCPHERSON,-99.221,45.766,1.48477
46,91,SD,MARSHALL,-97.598,45.759,1.6756
46,93,SD,MEADE,-102.716,44.567,2.16448
46,95,SD,MELLETTE,-100.76,43.581,1.89426
46,97,SD,MINER,-97.61,44.022,1.59976
46,99,SD,MINNEHAHA,-96.791,43.674,1.72315
46,101,SD,MOODY,-96.671,44.022,1.64673
46,103,SD,PENNINGTON,-102.824,44.003,2.42312
46,105,SD,PERKINS,-102.475,45.49,1.81895
46,107,SD,POTTER,-99.949,45.064,1.9959
46,109,SD,ROBERTS,-96.945,45.63,1.59327
46,111,SD,SANBORN,-98.091,44.023,1.5766
46,113,SD,SHANNON,-102.551,43.336,2.48421
46,115,SD,SPINK,-98.346,44.938,1.85244
46,117,SD,STANLEY,-100.734,44.413,1.74358
46,119,SD,SULLY,-100.133,44.717,1.87425
46,121,SD,TODD,-100.718,43.193,1.51161
46,123,SD,TRIPP,-99.884,43.346,1.56666
46,125,SD,TURNER,-97.148,43.311,1.68438
46,127,SD,UNION,-96.655,42.832,1.81574
46,129,SD,WALWORTH,-100.031,45.43,1.898
46,135,SD,YANKTON,-97.394,43.009,1.61861
46,137,SD,ZIEBACH,-101.666,44.98,1.82015
47,1,TN,ANDERSON,-84.199,36.119,1.90434
47,3,TN,BEDFORD,-86.459,35.514,2.44282
47,5,TN,BENTON,-88.069,36.07,2.09896
47,7,TN,BLEDSOE,-85.205,35.596,1.66564
47,9,TN,BLOUNT,-83.926,35.687,2.49923
47,11,TN,BRADLEY,-84.859,35.154,1.91092
47,13,TN,CAMPBELL,-84.149,36.404,1.70143
47,15,TN,CANNON,-86.062,35.809,2.48069
47,17,TN,CARROLL,-88.45,35.973,2.01178
47,19,TN,CARTER,-82.127,36.293,2.45092
47,21,TN,CHEATHAM,-87.087,36.261,2.06105
47,21,TN,CHEATHAM,-87.145,36.292,2.06105
47,23,TN,CHESTER,-88.613,35.421,1.82579
47,25,TN,CLAIBORNE,-83.66,36.486,1.68435
47,27,TN,CLAY,-85.543,36.551,1.83606
47,29,TN,COCKE,-83.121,35.925,2.23278
47,31,TN,COFFEE,-86.075,35.49,2.34012
47,33,TN,CROCKETT,-89.139,35.814,2.41576
47,35,TN,CUMBERLAND,-84.998,35.95,1.57742
47,37,TN,DAVIDSON,-86.785,36.169,2.2391
47,39,TN,DECATUR,-88.109,35.601,1.89468
47,41,TN,DEKALB,-85.834,35.981,2.35389
47,43,TN,DICKSON,-87.356,36.149,2.21658
47,43,TN,DICKSON,-87.145,36.292,2.21658
47,45,TN,DYER,-89.411,36.059,2.31815
47,47,TN,FAYETTE,-89.414,35.197,2.01612
47,49,TN,FENTRESS,-84.933,36.38,1.43061
47,51,TN,FRANKLIN,-86.093,35.155,2.10363
47,53,TN,GIBSON,-88.932,35.997,2.36305
47,55,TN,GILES,-87.035,35.202,2.25482
47,57,TN,GRAINGER,-83.511,36.276,1.7213
47,59,TN,GREENE,-82.845,36.176,1.92206
47,61,TN,GRUNDY,-85.723,35.388,1.61175
47,63,TN,HAMBLEN,-83.267,36.218,1.63071
47,65,TN,HAMILTON,-85.165,35.181,1.7454
47,67,TN,HANCOCK,-83.222,36.524,1.59047
47,69,TN,HARDEMAN,-88.993,35.207,1.85173
47,71,TN,HARDIN,-88.185,35.197,1.94542
47,73,TN,HAWKINS,-82.946,36.441,1.91637
47,75,TN,HAYWOOD,-89.284,35.583,2.19076
47,77,TN,HENDERSON,-88.388,35.654,1.96773
47,79,TN,HENRY,-88.301,36.332,2.1053
47,81,TN,HICKMAN,-87.473,35.803,2.00408
47,83,TN,HOUSTON,-87.718,36.286,1.98863
47,85,TN,HUMPHREYS,-87.776,36.04,1.98019
47,87,TN,JACKSON,-85.673,36.359,2.18246
47,89,TN,JEFFERSON,-83.446,36.051,2.23293
47,91,TN,JOHNSON,-81.852,36.455,1.51319
47,93,TN,KNOX,-83.937,35.993,2.15921
47,95,TN,LAKE,-89.491,36.341,1.86729
47,97,TN,LAUDERDALE,-89.63,35.76,2.15233
47,99,TN,LAWRENCE,-87.395,35.217,2.10047
47,101,TN,LEWIS,-87.493,35.527,2.01213
47,103,TN,LINCOLN,-86.589,35.141,2.52659
47,105,TN,LOUDON,-84.311,35.734,2.29248
47,105,TN,LOUDON,-84.524,35.613,2.29248
47,107,TN,MCMINN,-84.618,35.425,2.11496
47,109,TN,MCNAIRY,-88.564,35.175,2.04337
47,111,TN,MACON,-86.007,36.532,2.05919
47,113,TN,MADISON,-88.838,35.608,1.91813
47,115,TN,MARION,-85.623,35.129,1.70238
47,117,TN,MARSHALL,-86.765,35.469,2.38621
47,119,TN,MAURY,-87.077,35.617,2.3526
47,121,TN,MEIGS,-84.813,35.512,1.97923
47,123,TN,MONROE,-84.253,35.442,2.33522
47,125,TN,MONTGOMERY,-87.383,36.497,2.20453
47,127,TN,MOORE,-86.359,35.284,2.05687
47,129,TN,MORGAN,-84.649,36.135,1.72546
47,131,TN,OBION,-89.149,36.358,2.37438
47,133,TN,OVERTON,-85.288,36.345,1.87715
47,135,TN,PERRY,-87.858,35.642,1.90798
47,137,TN,PICKETT,-85.075,36.559,1.77936
47,139,TN,POLK,-84.523,35.12,2.11767
47,141,TN,PUTNAM,-85.495,36.141,2.00743
47,143,TN,RHEA,-84.923,35.609,1.62418
47,145,TN,ROANE,-84.521,35.848,1.82174
47,147,TN,ROBERTSON,-86.871,36.525,2.2605
47,149,TN,RUTHERFORD,-86.417,35.843,2.39203
47,151,TN,SCOTT,-84.503,36.428,1.73021
47,153,TN,SEQUATCHIE,-85.41,35.371,1.54248
47,155,TN,SEVIER,-83.524,35.784,2.32892
47,157,TN,SHELBY,-89.895,35.184,2.05745
47,159,TN,SMITH,-85.957,36.251,2.20517
47,161,TN,STEWART,-87.839,36.501,1.85524
47,163,TN,SULLIVAN,-82.305,36.513,2.00748
47,165,TN,SUMNER,-86.461,36.47,2.19315
